lfnr,krnr,agglvl,name,wkr,regbez,n206pop,n206wb,n206as,n206us,n206gs,n206dnvp,n206dvp,n206z,n206ddp,n206spd,n206uspd,n206kpd,n206bvpx,n206bbb,n206dmpx,n206ndvx,n206x,n245pop,n245wb,n245as,n245us,n245gs,n245dnvp,n245dvfp,n245dvp,n245z,n245ddp,n245spd,n245kpd,n245bvpx,n245wpx,n245dsp,n245uspd,n245x,n24dpop,n24dwb,n24das,n24dus,n24dgs,n24ddnvp,n24dnsfb,n24ddvp,n24dz,n24dddp,n24dspd,n24dkpd,n24dbvpx,n24dwpx,n24ddszx,n24duspd,n24dx,n285pop,n285wb,n285as,n285us,n285gs,n285spd,n285dnvp,n285zx,n285dvp,n285kpd,n285ddpx,n285wp,n285nsda,n285dbpx,n285dlvx,n285vrp,n285x,n309pop,n309wb,n309as,n309us,n309gs,n309spd,n309dnvp,n309zx,n309kpd,n309dvp,n309dstp,n309wp,n309nsda,n309dlvx,n309kvp,n309csvd,n309x,n327pop,n327wb,n327as,n327us,n327gs,n327spd,n327nsda,n327kpd,n327zx,n327dnvp,n327dvp,n327dlvx,n327dstp,n327wp,n327csvd,n327x,n32npop,n32nwb,n32nas,n32nus,n32ngs,n32nnsda,n32nspd,n32nkpd,n32nzx,n32ndnvp,n32ndvp,n32ndstp,n32ncsvd,n32nwp,n32nvb,n32nx,n333pop,n333wb,n333as,n333us,n333gs,n333nsda,n333spd,n333kpd,n333zx,n333kf,n333dvp,n333csvd,n333dbpx,n333dhp,n333dstp,n333x,agg2024,agg2424,agg2428,agg2830,agg3033,agg2833,agg3032,agg3232,agg3233
32,8,5,HEILSBERG,1,1,"54,067","30,437","25,192",447,"24,745","1,053",610,"19,275",397,"1,938",802,594,0,0,75,0,1,"54,067","29,386","23,715",457,"23,258","3,547",82,582,"15,163",204,"1,413",944,0,0,167,42,"1,114","54,067","30,110","22,499",315,"22,184","4,001",73,395,"12,122",190,"1,493",825,0,"2,802",44,9,230,"52,757","29,715","22,448",236,"22,212","2,838","5,598","11,407",421,584,214,379,48,160,0,325,238,"52,757","30,183","23,600",103,"23,497","2,070","2,651","13,269",885,335,175,782,"1,098","1,762",0,271,199,"52,757","31,709","24,701",96,"24,605","2,203","4,411","1,620","13,156","2,901",71,83,26,40,43,51,"52,757","31,610","23,027",99,"22,928","3,492","2,054","1,687","12,073","3,178",69,21,38,22,83,211,"52,757","31,741","26,435",157,"26,278","9,670","1,731",986,"10,767","2,988",46,61,11,0,18,0,0,0,0,0,0,0,32,32,32
33,8,8,GUTTSTADT,1,1,"4,713","2,962","2,431",106,"2,325",29,206,"1,407",61,313,0,302,0,0,7,0,0,"4,713","2,933","2,584",84,"2,500",230,32,142,"1,364",70,254,349,0,0,24,9,26,"4,713","3,006","2,535",57,"2,478",304,5,97,"1,339",70,398,239,0,8,4,1,13,"4,955","3,193","2,735",40,"2,695",690,362,"1,136",73,176,60,94,1,3,0,68,32,"5,026","3,263","2,899",21,"2,878",444,154,"1,219",380,70,46,279,163,31,0,62,30,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"5,026","3,387","3,050",21,"3,029",733,282,349,"1,461",182,9,3,0,0,10,0,33,33,33,33,33,33,0,0,0
34,8,8,HEILSBERG,1,1,"6,824","4,746","3,897",139,"3,758",311,309,"2,196",183,25,547,165,0,0,21,0,1,"7,769","4,058","3,392",111,"3,281",767,18,176,"1,774",48,210,213,0,0,41,10,24,"7,769","4,123","3,415",81,"3,334",745,23,169,"1,809",42,147,222,0,62,5,1,109,"7,046","4,259","3,535",36,"3,499",317,870,"1,773",157,201,54,66,5,2,0,12,42,"7,792","5,008","4,123",19,"4,104",392,594,"2,018",197,123,92,166,298,51,0,147,26,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"7,792","5,426","4,689",22,"4,667","1,614",447,241,"1,735",580,14,29,0,0,7,0,35,34,34,35,34,34,0,0,0
35,8,9,REST-HEILSBERG,1,1,"42,530","22,729","18,864",202,"18,662",713,95,"15,672",153,"1,600",255,127,0,0,47,0,0,"41,585","22,395","17,739",262,"17,477","2,550",32,264,"12,025",86,949,382,0,0,102,23,"1,064","41,585","22,981","16,549",177,"16,372","2,952",45,129,"8,974",78,948,364,0,"2,732",35,7,108,"40,756","22,263","16,178",160,"16,018","1,831","4,366","8,498",191,207,100,219,42,155,0,245,164,"39,939","21,912","16,578",63,"16,515","1,234","1,903","10,032",308,142,37,337,637,"1,680",0,62,143,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"39,939","22,928","18,696",114,"18,582","7,323","1,002",396,"7,571","2,226",23,29,11,0,1,0,35,35,35,35,35,35,0,0,0
36,9,5,KOENIGSBERG (PR) L,1,1,"48,336","25,113","19,722",843,"18,879","6,323","2,529",54,425,"6,883",572,"2,085",0,0,8,0,0,"48,336","28,050","21,271",204,"21,067","7,631",927,"1,916",172,543,"3,759","4,949",0,0,902,135,133,"48,336","28,539","21,383",226,"21,157","8,900",373,"1,989",138,693,"5,743","2,679",0,321,211,34,76,"44,251","25,386","19,180",163,"19,017","5,637","7,325",94,"1,388","3,152",681,147,71,116,0,86,320,"43,638","26,864","19,694",54,"19,640","4,628","4,892",94,"3,906",893,437,138,"3,393",149,0,963,147,"43,638","28,637","22,147",88,"22,059","5,241","8,345","5,033",143,"2,636",142,28,104,28,327,32,"43,638","28,495","20,079",68,"20,011","5,774","4,715","4,900",111,"3,669",195,77,383,13,16,158,"43,638","28,788","23,476",155,"23,321","11,168","4,316","3,677",121,"3,449",137,391,10,0,52,0,0,0,0,0,0,0,36,36,36
37,9,8,JUDITTEN,1,1,"2,938","1,719","1,298",77,"1,221",205,445,7,7,158,80,317,0,0,2,0,0,"3,157","1,815","1,420",45,"1,375",273,161,279,25,33,146,353,0,0,75,23,7,"3,157","1,255",898,12,886,208,60,222,12,48,171,147,0,12,1,3,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,37,37,39,0,0,0,0,0,0
38,9,9,REST-KOENIGSBERG (PR) L,1,1,"45,398","23,394","18,424",766,"17,658","6,118","2,084",47,418,"6,725",492,"1,768",0,0,6,0,0,"45,179","26,235","19,851",159,"19,692","7,358",766,"1,637",147,510,"3,613","4,596",0,0,827,112,126,"45,179","27,284","20,485",214,"20,271","8,692",313,"1,767",126,645,"5,572","2,532",0,309,210,31,74,"44,251","25,386","19,180",163,"19,017","5,637","7,325",94,"1,388","3,152",681,147,71,116,0,86,320,"43,638","26,864","19,694",54,"19,640","4,628","4,892",94,"3,906",893,437,138,"3,393",149,0,963,147,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"43,638","28,788","23,476",155,"23,321","11,168","4,316","3,677",121,"3,449",137,391,10,0,52,0,38,38,38,38,38,38,0,0,0
39,10,4,KOENIGSBERG (PR) S,1,1,"260,895","182,042","134,851","8,054","126,797","14,326","42,701","3,084","8,138","19,954","12,121","22,980",0,0,"3,488",0,5,"260,895","193,427","137,918","3,114","134,804","22,967","13,871","28,008","4,325","7,054","17,959","27,468",0,0,"11,027","1,244",881,"260,895","187,756","140,103","2,078","138,025","28,728","7,041","31,690","4,140","8,136","27,956","23,220",0,"2,396","2,176",547,"1,995","286,666","205,886","157,018","1,336","155,682","38,958","17,733","3,910","40,385","31,613","8,047","2,860","2,226",30,0,"2,160","7,760","287,312","220,184","174,119",677,"173,442","36,633","11,493","4,152","36,994","21,881","6,556","2,768","43,510",167,0,"7,962","1,326","287,312","213,832","171,483",846,"170,637","37,926","75,760","33,878","4,721","10,478","3,033",52,"1,798",256,"2,502",233,"287,312","223,949","175,630",702,"174,928","62,731","37,369","38,267","4,619","18,891","6,174","2,039","3,213",317,34,"1,274","287,312","226,176","197,500","1,483","196,017","100,041","33,929","32,066","5,014","15,968","3,329","3,720",24,0,"1,926",0,39,39,39,39,39,39,39,39,39
40,11,5,LABIAU,1,1,"51,991","27,459","18,873",962,"17,911","5,959","2,059",29,877,"4,329",693,"3,762",0,0,203,0,0,"51,991","28,201","20,638",265,"20,373","9,609","2,692","1,146",69,645,"1,626","3,959",0,0,271,161,195,"51,991","28,495","19,635",284,"19,351","8,754","2,125","1,334",60,456,"2,968","3,226",0,308,38,14,68,"50,003","28,463","18,109",199,"17,910","4,328","5,620",68,"1,159","3,193",467,387,130,82,0,103,"2,373","50,003","29,472","18,611",58,"18,553","3,275","3,706",56,"3,571",694,264,186,"4,428",367,0,"1,822",184,"50,003","31,040","22,223",75,"22,148","3,870","11,339","4,404",66,"1,948",112,23,98,21,215,52,"50,003","30,801","20,077",67,"20,010","8,721","3,158","4,342",54,"3,036",233,53,249,16,14,134,"50,003","30,835","24,844",122,"24,722","15,255","2,765","3,217",46,"2,716",103,566,10,0,44,0,0,0,0,0,0,0,40,40,40
41,11,8,LABIAU,1,1,"4,741","3,027","2,435",74,"2,361",425,707,7,118,477,13,515,0,0,99,0,0,"4,741","3,080","2,409",37,"2,372",828,417,330,13,84,149,495,0,0,34,15,7,"4,741","3,074","2,372",28,"2,344",805,327,386,15,82,203,493,0,18,2,0,13,"4,911","3,367","2,470",31,"2,439",445,622,16,386,374,88,103,13,6,0,4,382,"5,088","3,661","2,831",11,"2,820",390,484,13,496,270,66,68,734,3,0,273,23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"5,088","3,763","3,277",17,"3,260","1,754",383,555,15,373,55,106,1,0,18,0,41,41,41,41,41,41,0,0,0
42,11,8,MEHLAUKEN,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,297","1,643","1,070",6,"1,064",147,124,2,121,67,25,9,433,3,0,111,22,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,297","1,798","1,477",7,"1,470","1,036",93,145,4,148,8,29,1,0,6,0,0,0,0,44,42,44,0,0,0
43,11,8,NEMONIEN OBF.,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,965","2,132","1,198",11,"1,187",181,348,1,20,390,12,3,2,3,0,2,225,"3,974","2,122","1,185",4,"1,181",158,239,3,243,17,2,4,293,0,0,210,12,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,974","2,210","1,789",11,"1,778","1,329",80,254,0,99,0,16,0,0,0,0,0,0,44,43,43,43,0,0,0
44,11,9,REST-LABIAU,1,1,"47,250","24,432","16,438",888,"15,550","5,534","1,352",22,759,"3,852",680,"3,247",0,0,104,0,0,"47,250","25,121","18,229",228,"18,001","8,781","2,275",816,56,561,"1,477","3,464",0,0,237,146,188,"47,250","25,421","17,263",256,"17,007","7,949","1,798",948,45,374,"2,765","2,733",0,290,36,14,55,"41,127","22,964","14,441",157,"14,284","3,702","4,650",51,753,"2,429",367,281,115,73,0,97,"1,766","38,644","22,046","13,525",37,"13,488","2,580","2,859",38,"2,711",340,171,105,"2,968",361,0,"1,228",127,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"38,644","23,064","18,301",87,"18,214","11,136","2,209","2,263",27,"2,096",40,415,8,0,20,0,44,44,44,44,44,44,0,0,0
45,12,5,MOHRUNGEN,1,1,"52,290","29,643","22,846",499,"22,347","11,413","1,717",420,431,"5,818","2,146",210,0,0,192,0,0,"52,290","30,110","23,200",310,"22,890","12,221","1,786","1,353",522,431,"4,842","1,111",0,0,339,111,174,"52,290","30,944","23,135",262,"22,873","12,660","1,251","1,175",563,413,"5,842",542,0,254,71,27,75,"53,892","30,309","22,657",267,"22,390","7,069","10,185",482,"1,676",271,519,380,73,141,0,272,"1,322","53,892","31,564","22,772",117,"22,655","5,991","8,447",446,652,"1,249",293,423,"3,371",703,0,797,283,"53,892","32,929","25,857",99,"25,758","5,968","12,468","1,957",418,"4,274",240,19,53,22,287,52,"53,892","32,768","23,537",87,"23,450","9,157","5,350","1,783",388,"5,792",279,36,382,16,27,240,"53,892","32,939","28,147",169,"27,978","15,791","4,790",674,364,"5,837",170,305,6,0,41,0,0,0,0,0,0,0,45,45,45
46,12,8,LIEBSTADT,1,1,"2,127","1,372","1,176",28,"1,148",348,266,136,47,337,2,5,0,0,7,0,0,"2,127","1,403","1,176",7,"1,169",512,72,195,112,33,33,196,0,0,4,4,8,"2,127","1,673","1,232",12,"1,220",515,25,206,147,47,270,3,0,6,1,0,0,"2,251","1,427","1,267",7,"1,260",402,350,139,170,7,48,21,2,2,0,35,84,"2,251","1,506","1,274",10,"1,264",293,217,144,99,108,19,43,296,10,0,22,13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,251","1,556","1,396",11,"1,385",746,265,85,114,149,10,12,0,0,4,0,46,46,46,46,46,46,0,0,0
47,12,8,MOHRUNGEN,1,1,"4,482","3,199","2,404",53,"2,351",876,469,136,40,656,33,1,0,0,140,0,0,"4,482","2,875","2,414",92,"2,322","1,232",224,237,146,48,389,12,0,0,22,5,7,"4,482","2,848","2,438",31,"2,407","1,356",141,197,146,50,477,9,0,15,6,2,8,"4,934","3,107","2,588",34,"2,554",433,"1,113",133,459,31,54,36,11,6,0,73,205,"4,976","3,213","2,591",14,"2,577",467,941,126,20,304,26,126,464,10,0,65,28,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"4,976","3,417","3,103",19,"3,084","1,608",470,57,118,739,47,31,1,0,13,0,47,47,47,47,47,47,0,0,0
48,12,8,SAALFELD I. OSTPR.,1,1,"2,634","1,659","1,269",63,"1,206",387,290,19,35,460,13,0,0,0,2,0,0,"2,634","1,587","1,259",23,"1,236",546,131,73,27,42,386,9,0,0,9,6,7,"2,634","1,634","1,426",26,"1,400",484,270,100,26,38,456,1,0,16,1,1,7,"2,747","1,700","1,420",22,"1,398",497,428,28,153,2,47,18,3,4,0,36,182,"2,747","1,844","1,468",13,"1,455",477,479,31,53,170,32,60,109,1,0,20,23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,754","1,851","1,700",21,"1,679",878,404,58,26,282,14,9,0,0,8,0,48,48,48,48,48,48,0,0,0
49,12,9,REST-MOHRUNGEN,1,1,"43,047","23,413","17,997",355,"17,642","9,802",692,129,309,"4,365","2,098",204,0,0,43,0,0,"43,047","24,245","18,351",188,"18,163","9,931","1,359",848,237,308,"4,034",894,0,0,304,96,152,"43,047","24,789","18,039",193,"17,846","10,305",815,672,244,278,"4,639",529,0,217,63,24,60,"43,960","24,075","17,382",204,"17,178","5,737","8,294",182,894,231,370,305,57,129,0,128,851,"43,918","25,001","17,439",80,"17,359","4,754","6,810",145,480,667,216,194,"2,502",682,0,690,219,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"43,911","26,115","21,948",118,"21,830","12,559","3,651",474,106,"4,667",99,253,5,0,16,0,49,49,49,49,49,49,0,0,0
50,13,5,PREUSSISCH EYLAU,1,1,"48,343","26,721","21,673",612,"21,061","9,609","1,805",299,881,"6,914",219,"1,300",0,0,34,0,0,"48,343","27,572","22,031",188,"21,843","10,236",566,"1,292",341,588,"5,255","2,633",0,0,613,96,223,"48,343","28,243","21,340",272,"21,068","9,021",209,"1,388",274,636,"7,048","1,165",0,897,204,17,209,"48,405","28,237","21,035",188,"20,847","6,347","9,025",267,"1,379","1,723",622,285,117,590,0,189,303,"48,697","28,756","20,801",52,"20,749","5,368","6,213",333,"1,945",809,494,285,"3,123",452,0,"1,569",158,"48,697","30,351","23,695",95,"23,600","6,304","10,216","2,799",379,"2,989",200,20,118,49,480,46,"48,697","30,082","22,005",67,"21,938","8,376","5,862","2,487",316,"3,789",273,74,545,24,13,179,"48,697","30,127","25,290",151,"25,139","13,977","5,060","1,370",305,"3,700",158,512,12,0,45,0,0,0,0,0,0,0,50,50,50
51,13,8,LANDSBERG I. OSTPR.,1,1,"2,245","1,505","1,229",77,"1,152",336,366,76,62,289,9,10,0,0,4,0,0,"2,245","1,547","1,300",17,"1,283",567,18,216,65,63,290,19,0,0,34,9,2,"2,245","1,548","1,334",15,"1,319",546,11,256,66,69,349,1,0,8,8,1,4,"2,418","1,617","1,120",7,"1,113",342,335,53,159,4,61,36,8,16,0,71,28,"2,501","1,764","1,313",0,"1,313",258,222,77,34,114,76,41,253,27,0,197,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,501","1,807","1,601",6,"1,595","1,015",260,19,95,155,24,25,0,0,2,0,51,51,51,51,51,51,0,0,0
52,13,8,PREUSSISCH EYLAU,1,1,"3,355","2,208","1,915",59,"1,856",844,283,12,75,381,0,261,0,0,0,0,0,"3,244","2,080","1,860",14,"1,846",801,36,173,9,60,183,345,0,0,226,1,12,"3,244","2,293","1,904",31,"1,873",679,20,271,15,72,296,297,0,15,111,2,95,"3,584","2,722","2,147",22,"2,125",501,693,15,351,336,83,51,10,4,0,18,63,"3,787","2,828","2,312",9,"2,303",561,376,18,387,199,118,32,382,8,0,208,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,787","3,049","2,565",18,"2,547","1,314",627,219,13,252,41,74,1,0,6,0,52,52,52,52,52,52,0,0,0
53,13,9,REST-PREUSSISCH EYLAU,1,1,"42,743","23,008","18,529",476,"18,053","8,429","1,156",211,744,"6,244",210,"1,029",0,0,30,0,0,"42,854","23,945","18,871",157,"18,714","8,868",512,903,267,465,"4,782","2,269",0,0,353,86,209,"42,854","24,402","18,102",226,"17,876","7,796",178,861,193,495,"6,403",867,0,874,85,14,110,"42,403","23,898","17,768",159,"17,609","5,504","7,997",199,869,"1,383",478,198,99,570,0,100,212,"42,409","24,164","17,176",43,"17,133","4,549","5,615",238,"1,524",496,300,212,"2,488",417,0,"1,164",130,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"42,409","25,271","21,124",127,"20,997","11,648","4,173","1,132",197,"3,293",93,413,11,0,37,0,53,53,53,53,53,53,0,0,0
54,14,5,PREUSSISCH HOLLAND,1,1,"40,084","22,257","18,590",280,"18,310","11,600",860,502,577,"3,269","1,182",312,0,0,7,0,1,"40,084","23,509","18,303",169,"18,134","11,934",944,913,491,482,"1,857","1,051",0,0,193,108,161,"40,084","22,621","17,531",253,"17,278","11,010",594,"1,159",513,449,"2,563",759,0,121,29,14,67,"38,069","22,140","16,583",206,"16,377","3,380","7,996",413,"2,000","1,003",568,231,80,35,0,180,491,"38,069","22,529","17,010",85,"16,925","2,501","5,287",445,"1,209","1,547",154,122,"4,458",208,0,710,284,"38,069","23,402","19,395",72,"19,323","3,777","10,866","1,427",449,"2,357",128,15,25,19,240,20,"38,069","23,324","17,891",58,"17,833","8,667","3,074","1,476",428,"3,389",196,22,389,4,28,160,"38,069","23,404","20,119",96,"20,023","13,104","2,339",754,375,"2,985",137,293,16,0,20,0,0,0,0,0,0,0,54,54,54
55,14,8,MUEHLHAUSEN I. OSTPR.,1,1,"2,412","1,420","1,144",29,"1,115",407,176,200,86,125,114,7,0,0,0,0,0,"2,412","1,450","1,203",5,"1,198",736,29,65,180,87,66,13,0,0,11,9,2,"2,412","1,458","1,194",12,"1,182",645,27,87,190,64,119,39,0,5,2,3,1,"2,292","1,512","1,267",14,"1,253",372,466,148,165,1,55,16,3,3,0,7,17,"2,461","1,677","1,481",3,"1,478",232,268,169,173,96,23,15,424,1,0,41,36,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,461","1,800","1,596",7,"1,589",786,325,96,158,197,10,9,2,0,6,0,55,55,55,55,55,55,0,0,0
56,14,8,PREUSSISCH HOLLAND,1,1,"5,558","3,241","2,494",57,"2,437",883,378,137,140,450,352,96,0,0,1,0,0,"5,558","4,300","2,750",59,"2,691","1,652",135,166,116,68,201,310,0,0,23,6,14,"5,558","3,608","2,665",88,"2,577","1,270",138,318,134,85,342,260,0,20,1,2,7,"5,182","3,341","2,353",32,"2,321",483,732,118,405,269,102,45,12,0,0,40,115,"5,230","3,381","2,642",9,"2,633",395,446,125,299,159,43,19,"1,085",1,0,48,13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"5,230","3,560","3,084",15,"3,069","1,848",395,244,106,419,26,24,3,0,4,0,56,56,56,56,56,56,0,0,0
57,14,9,REST-PREUSSISCH HOLLAND,1,1,"32,114","17,596","14,952",194,"14,758","10,310",306,165,351,"2,694",716,209,0,0,6,0,1,"32,114","17,759","14,350",105,"14,245","9,546",780,682,195,327,"1,590",728,0,0,159,93,145,"32,114","17,555","13,672",153,"13,519","9,095",429,754,189,300,"2,102",460,0,96,26,9,59,"30,595","17,287","12,963",160,"12,803","2,525","6,798",147,"1,430",733,411,170,65,32,0,133,359,"30,378","17,471","12,887",73,"12,814","1,874","4,573",151,737,"1,292",88,88,"2,949",206,0,621,235,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"30,378","18,044","15,439",74,"15,365","10,470","1,619",414,111,"2,369",101,260,11,0,10,0,57,57,57,57,57,57,0,0,0
58,15,5,RASTENBURG,1,1,"51,430","25,923","22,258",621,"21,637","7,124","2,926",876,867,"8,600",226,"1,001",0,0,14,0,3,"51,430","27,199","22,662",250,"22,412","9,933",745,"1,593",826,750,"4,709","3,267",0,0,378,75,136,"51,430","27,764","22,691",281,"22,410","10,192",338,"1,744",862,826,"6,284","1,652",0,344,66,34,68,"52,277","27,954","23,592",280,"23,312","7,573","9,507",673,"1,686","2,106",519,261,215,202,0,217,353,"52,250","29,397","23,355",91,"23,264","6,058","6,182",692,"2,645",601,823,104,"5,429",69,0,471,190,"52,250","30,096","25,690",123,"25,567","6,576","10,904","3,472",654,"3,475",117,19,113,26,165,46,"52,250","30,280","23,697",98,"23,599","8,648","6,029","3,382",606,"4,288",186,125,170,11,8,146,"52,250","30,513","26,401",183,"26,218","14,507","4,674","2,239",590,"3,871",102,141,13,0,81,0,0,0,0,0,0,0,58,58,58
59,15,8,RASTENBURG,1,1,"13,275","6,906","6,064",269,"5,795","1,679","1,530",253,519,"1,072",24,715,0,0,3,0,0,"13,275","7,062","6,102",88,"6,014","2,582",313,655,262,447,759,887,0,0,70,14,25,"13,275","7,370","5,959",65,"5,894","2,789",144,599,235,471,989,561,0,50,19,6,31,"13,859","7,610","6,576",83,"6,493","1,272","2,250",191,885,"1,125",254,146,40,1,0,165,164,"13,859","8,155","6,870",22,"6,848",917,"1,186",178,"1,442",333,344,41,"2,156",7,0,159,85,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"14,389","9,804","8,595",56,"8,539","4,904","1,246","1,286",175,779,51,42,2,0,54,0,59,59,59,59,59,59,0,0,0
60,15,8,KORSCHEN,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,372","1,456","1,168",6,"1,162",407,304,60,128,64,55,16,98,2,0,7,21,"2,569","1,623","1,279",13,"1,266",354,164,73,102,39,118,12,344,1,0,49,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,569","1,661","1,521",15,"1,506",835,330,80,92,128,10,14,3,0,14,0,0,0,61,60,60,60,0,0,0
61,15,9,REST-RASTENBURG,1,1,"38,155","19,017","16,194",352,"15,842","5,445","1,396",623,348,"7,528",202,286,0,0,11,0,3,"38,155","20,137","16,560",162,"16,398","7,351",432,938,564,303,"3,950","2,380",0,0,308,61,111,"38,155","20,394","16,732",216,"16,516","7,403",194,"1,145",627,355,"5,295","1,091",0,294,47,28,37,"36,046","18,888","15,848",191,"15,657","5,894","6,953",422,673,917,210,99,77,199,0,45,168,"35,822","19,619","15,206",56,"15,150","4,787","4,832",441,"1,101",229,361,51,"2,929",61,0,263,95,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"35,292","19,048","16,285",112,"16,173","8,768","3,098",873,323,"2,964",41,85,8,0,13,0,61,61,61,61,61,61,0,0,0
